transaction_id,customer_id,transaction_datetime,country,channel,merchant_category,amount,device_trust_score,num_txn_24h_customer,previous_chargeback_count,is_fraud,transaction_note
293,1071,2022-01-30T23:27:47,AU,web,N/A,1112.81,29,0,7,0,first time merchant
294,1178,2022-07-20T14:31:15,UK,web,luxury,664.43,NA,0,2,0,first time merchant
295,1035,2024-04-10T05:50:55,MY,mobile_app,electronics,354.42,52,2,2,0,first time merchant
296,1085,2022-04-23T16:58:43,DE,web,electronics,2327.3,56,4,1,0,first time merchant
297,1148,2023-03-06T23:48:14,US,mobile_app,travel,1386.45,54,4,0,0,
298,1172,2022-05-15T06:57:56,UK,web,NA,1442.58,23,0,3,0,high value item
299,1033,2024-08-28T11:26:28,AU,web,gaming,111.16,76,3,2,0,first time merchant
300,1033,2023-09-20T05:50:16,AU,mobile_app,gaming,237.55,68,4,2,0,high value item
301,1060,2022-08-28T01:20:36,SG,mobile_app,gaming,2812.87,50,1,1,0,repeat purchase
302,1117,2023-10-18T04:00:47,CN,pos_terminal,gaming,1478.49,83,6,3,0,VPN suspected
303,1078,2022-02-20T12:39:53,JP,mobile_app,electronics,3041.15,77,6,0,0,high value item
304,1049,2024-10-01T10:38:38,US,web,gaming,3580.1,59,2,2,0,repeat purchase
305,1106,2024-06-25T09:10:51,AU,mobile_app,luxury,2936.31,N/A,6,2,0,
306,1106,2022-12-25T17:29:45,AU,web,,1909.47,15,2,2,0,new device
307,1163,2024-08-25T03:41:42,US,mobile_app,groceries,3439.53,25,3,0,0,VPN suspected
308,1121,2022-09-02T11:32:46,MY,mobile_app,groceries,731.54,27,0,3,0,repeat purchase
309,1131,2023-02-01T20:11:48,US,web,N/A,1581.74,48,5,0,0,new device
310,1105,2023-11-28T05:06:13,DE,web,groceries,2793.72,77,5,0,0,repeat purchase
311,1079,2024-01-13T04:52:28,UK,pos_terminal,travel,1710.88,13,0,1,0,new device
312,1028,2022-06-09T00:49:30,US,web,groceries,3965.48,17,2,2,0,
313,1051,2023-01-14T21:22:01,DE,pos_terminal,gaming,1739.83,74,4,0,0,repeat purchase
314,1043,2022-01-09T23:06:59,US,pos_terminal,luxury,2947.31,23,2,3,0,repeat purchase
315,1133,2022-10-06T15:48:23,JP,pos_terminal,electronics,2469.07,68,2,3,0,
316,1121,2024-01-23T05:00:43,MY,web,luxury,3293.08,28,5,0,0,new device
317,1152,2024-04-07T03:14:53,AU,mobile_app,gaming,3830.09,92,2,3,0,new device
318,1127,2023-04-18T20:08:01,DE,web,electronics,134.72,87,1,0,0,first time merchant
319,1169,2024-10-16T15:32:16,JP,pos_terminal,travel,8819.82,25,2,3,1,first time merchant
320,1042,2024-10-03T13:08:19,CN,mobile_app,electronics,2453.28,79,3,1,0,VPN suspected
321,1072,2023-10-19T01:01:37,UK,mobile_app,gaming,2920.25,90,0,2,0,new device
322,1176,2022-05-15T09:07:21,UK,pos_terminal,gaming,3289.18,75,2,3,0,VPN suspected
323,1125,2022-07-24T22:43:13,US,pos_terminal,gaming,1498.3,35,6,0,0,overnight shipping
324,1057,2022-07-08T22:54:37,CN,mobile_app,gaming,4006.13,36,0,2,0,high value item
325,1159,2024-11-21T14:42:48,CN,web,travel,2884.64,69,5,3,0,repeat purchase
326,1038,2023-09-07T13:26:20,UK,web,groceries,1335.41,30,4,1,0,new device
327,1111,2024-05-14T20:57:02,JP,mobile_app,groceries,3948.56,80,6,3,1,repeat purchase
328,1104,2024-01-15T21:42:56,US,pos_terminal,groceries,2855.3,25,6,2,1,first time merchant
329,1149,2024-03-09T23:47:15,CN,web,electronics,4849.65,42,0,2,0,first time merchant
330,1037,2024-01-14T15:45:23,US,web,travel,3697.51,16,6,2,0,high value item
331,1060,2024-06-25T12:00:58,DE,mobile_app,electronics,3783.58,30,5,3,0,repeat purchase
332,1105,2023-11-13T22:27:56,US,web,gaming,1759.93,80,3,0,0,VPN suspected
333,1160,2023-09-18T10:36:05,US,web,travel,3838.27,26,5,2,0,new device
334,1072,2023-02-11T02:26:23,UK,mobile_app,travel,4740.6,92,1,3,0,new device
335,1038,2022-07-02T11:10:36,UK,pos_terminal,travel,4600.03,73,5,2,0,new device
336,1072,2023-01-23T13:11:26,UK,web,gaming,1178.19,41,5,5,0,high value item
337,1108,2023-06-09T02:06:35,DE,mobile_app,groceries,1772.15,95,4,8,0,overnight shipping
338,1143,2022-03-26T18:11:16,DE,mobile_app,gaming,660.47,77,2,0,0,
339,1067,2023-06-25T16:20:27,AU,mobile_app,luxury,757.17,94,3,1,0,VPN suspected
340,1126,2022-03-25T14:22:45,AU,mobile_app,luxury,3599.1,54,6,1,0,first time merchant
341,1001,2024-12-13T18:11:26,CN,mobile_app,electronics,130.78,25,4,0,0,repeat purchase
342,1160,2023-07-06T19:42:00,US,web,travel,1625.25,82,6,2,0,repeat purchase
343,1065,2022-12-31T07:49:55,DE,web,groceries,3897.68,93,2,3,0,high value item
344,1094,2024-11-15T06:31:28,US,mobile_app,gaming,2115.93,57,3,6,0,high value item
345,1126,2024-12-15T20:41:33,AU,mobile_app,luxury,4007.92,26,2,3,1,repeat purchase
346,1105,2022-07-13T14:42:46,DE,mobile_app,gaming,409.77,24,3,1,1,VPN suspected
347,1116,2024-07-10T19:51:16,DE,web,groceries,3735.4,23,22,0,0,high value item
348,1124,2023-09-13T19:52:39,MY,pos_terminal,luxury,439.09,34,0,1,0,high value item
349,1137,2023-01-26T02:19:49,JP,mobile_app,luxury,831.36,66,3,3,0,first time merchant
350,1026,2024-06-03T13:54:31,CN,pos_terminal,travel,186.05,75,4,3,0,repeat purchase
351,1165,2024-05-04T15:07:31,DE,pos_terminal,gaming,2181.71,34,3,1,0,first time merchant
352,1075,2024-03-10T13:53:43,CN,mobile_app,luxury,4222.81,46,0,1,0,VPN suspected
353,1077,2023-04-26T06:35:03,AU,mobile_app,gaming,874.4,74,0,0,0,new device
354,1011,2023-07-02T04:54:44,US,pos_terminal,electronics,4633.23,68,6,0,0,
355,1026,2022-12-09T20:07:55,CN,mobile_app,groceries,3541.11,73,0,2,0,
356,1001,2023-05-18T15:21:18,MY,web,gaming,3774.47,95,6,3,0,VPN suspected
357,1132,2024-01-11T00:28:09,US,pos_terminal,travel,424.81,31,3,1,0,high value item
358,1075,2024-05-08T12:56:43,CN,mobile_app,gaming,40.5,77,1,3,0,first time merchant
359,1166,2024-04-08T06:56:19,JP,pos_terminal,N/A,3594.68,76,2,2,0,new device
360,1077,2024-05-15T16:07:46,CN,mobile_app,gaming,1773.01,93,3,0,0,
361,1160,2024-12-28T19:14:22,US,pos_terminal,travel,3572.04,41,4,2,0,VPN suspected
362,1033,2024-09-02T06:28:04,AU,pos_terminal,luxury,2595.21,43,5,3,0,high value item
363,1032,2024-09-19T22:29:08,US,pos_terminal,groceries,164.0,81,0,3,0,overnight shipping
364,1095,2023-09-14T09:31:01,SG,web,travel,4684.17,46,6,0,0,
365,1115,2023-11-23T12:30:53,US,pos_terminal,groceries,2524.31,67,1,2,0,first time merchant
366,1138,2022-04-04T21:56:28,SG,pos_terminal,electronics,3536.34,49,0,0,0,first time merchant
367,1121,2024-10-26T00:07:42,SG,web,gaming,1227.19,84,6,2,1,
368,1006,2024-12-17T10:24:16,US,web,travel,721.03,21,3,0,0,repeat purchase
369,1036,2024-04-25T10:16:24,US,web,groceries,2985.43,N/A,3,2,0,VPN suspected
370,1004,2023-07-06T17:37:43,CN,pos_terminal,groceries,2034.32,91,6,2,0,new device
371,1115,2022-03-27T00:52:29,DE,pos_terminal,groceries,9667.53,86,5,2,0,
372,1144,2022-05-24T09:05:25,UK,web,travel,4391.52,74,2,2,0,high value item
373,1087,2023-03-08T14:38:21,UK,pos_terminal,groceries,11.24,11,3,3,0,
374,1171,2024-06-30T21:07:22,UK,pos_terminal,gaming,4195.89,11,2,9,1,overnight shipping
375,1157,2023-09-13T22:14:14,AU,web,gaming,3520.53,10,6,0,0,VPN suspected
376,1172,2022-12-26T02:37:08,UK,web,gaming,4277.54,45,5,2,0,repeat purchase
377,1013,2023-10-24T13:54:26,CN,pos_terminal,travel,1808.0,38,3,5,0,first time merchant
378,1176,2024-05-17T02:58:15,UK,mobile_app,gaming,3126.85,65,4,2,0,VPN suspected
379,1085,2024-11-30T07:04:49,DE,mobile_app,electronics,2895.09,17,3,0,1,
380,1016,2022-07-28T21:03:35,UK,mobile_app,luxury,3760.06,86,4,3,0,first time merchant
381,1006,2024-07-18T16:21:37,US,web,electronics,338.65,34,1,2,0,first time merchant
382,1015,2022-09-19T09:37:27,CN,pos_terminal,gaming,4426.22,28,4,2,0,high value item
383,1143,2022-04-22T13:22:12,CN,web,gaming,2379.15,69,2,2,0,new device
384,1126,2023-03-26T00:40:14,AU,mobile_app,travel,2404.25,,3,1,1,repeat purchase
385,1112,2023-02-03T20:37:58,MY,web,electronics,1421.22,43,2,1,0,
386,1035,2024-02-16T20:50:56,MY,web,gaming,1848.83,31,6,3,1,new device
387,1136,2024-02-14T22:23:20,SG,pos_terminal,groceries,3815.65,78,1,0,0,new device
388,1053,2022-06-16T15:50:42,AU,web,travel,4412.23,57,3,2,0,VPN suspected
389,1149,2022-03-16T06:14:57,CN,web,luxury,2125.69,30,2,0,0,VPN suspected
390,1131,2023-11-20T13:28:29,US,mobile_app,luxury,1912.47,39,0,0,0,first time merchant
391,1025,2022-08-31T02:23:02,SG,mobile_app,groceries,1250.87,45,4,6,0,overnight shipping
392,1148,2022-01-25T15:41:32,SG,mobile_app,groceries,3745.94,76,4,3,1,
393,1053,2024-06-17T14:54:35,AU,web,travel,1528.55,73,6,1,0,VPN suspected
394,1150,2022-02-17T18:50:02,SG,mobile_app,travel,3015.41,60,1,0,0,repeat purchase
395,1077,2022-07-10T05:06:43,CN,web,travel,934.27,59,1,0,0,repeat purchase
396,1040,2022-08-15T04:34:26,DE,web,luxury,4328.63,36,6,3,0,overnight shipping
397,1070,2023-02-18T00:09:28,MY,mobile_app,travel,2629.76,72,4,0,0,VPN suspected
398,1100,2022-12-25T13:15:11,UK,pos_terminal,luxury,4554.25,82,5,1,0,high value item
399,1055,2024-10-07T13:48:35,AU,mobile_app,electronics,2522.47,62,2,0,0,high value item
400,1102,2023-02-03T12:02:00,DE,pos_terminal,groceries,3743.63,18,5,3,0,
401,1045,2023-08-26T03:34:47,CN,web,electronics,768.33,37,5,3,0,
402,1026,2024-03-10T22:19:28,CN,web,electronics,3835.8,57,1,4,0,new device
403,1024,2022-12-10T23:10:02,DE,web,gaming,3134.31,79,3,1,0,repeat purchase
404,1117,2023-03-27T02:42:52,CN,pos_terminal,gaming,4427.41,86,0,1,0,overnight shipping
405,1177,2022-09-30T10:11:40,AU,pos_terminal,gaming,3332.19,12,4,1,0,repeat purchase
406,1079,2023-04-30T23:27:48,UK,web,electronics,2494.13,58,0,3,0,NA
407,1165,2023-08-14T00:14:54,DE,mobile_app,NA,271.32,41,5,3,0,high value item
408,1162,2022-10-17T06:08:05,AU,pos_terminal,groceries,391.74,49,1,1,0,first time merchant
409,1123,2022-06-13T11:25:24,JP,mobile_app,luxury,3674.91,71,3,0,0,first time merchant
410,1097,2024-08-07T09:29:18,UK,pos_terminal,luxury,684.15,29,0,2,0,VPN suspected
411,1164,2022-05-26T13:56:02,US,mobile_app,travel,3814.99,54,3,2,0,NA
412,1161,2022-02-27T22:42:41,MY,pos_terminal,luxury,737.69,84,6,0,0,VPN suspected
413,1132,2023-01-22T13:10:53,US,pos_terminal,gaming,2666.47,85,3,0,0,
414,1101,2023-09-23T00:10:52,JP,web,electronics,2089.78,46,1,1,0,new device
415,1054,2023-01-16T06:03:47,SG,web,gaming,4358.21,89,5,2,0,repeat purchase
416,1172,2022-07-26T00:03:17,UK,web,travel,210.25,10,4,2,0,overnight shipping
417,1087,2023-10-08T07:23:42,UK,pos_terminal,electronics,4365.51,10,5,4,0,overnight shipping
418,1115,2024-08-31T16:26:42,US,pos_terminal,gaming,6801.03,51,1,3,0,overnight shipping
419,1168,2022-07-25T23:24:18,SG,pos_terminal,groceries,4381.29,74,3,2,0,
420,1123,2023-05-09T07:13:10,JP,pos_terminal,electronics,4966.81,51,6,2,0,high value item
421,1125,2022-07-05T22:21:55,US,pos_terminal,travel,1716.79,58,6,3,0,repeat purchase
422,1151,2023-01-21T23:07:36,US,mobile_app,luxury,9.39,78,3,2,0,
423,1027,2024-03-20T00:34:54,AU,web,gaming,2499.66,86,5,0,0,high value item
424,1122,2023-03-18T15:18:45,MY,mobile_app,groceries,1053.85,38,0,1,0,overnight shipping
425,1005,2024-03-14T10:27:43,SG,mobile_app,luxury,2639.69,34,4,1,0,
426,1117,2022-12-02T18:08:28,CN,mobile_app,groceries,4021.99,93,5,0,0,new device
427,1043,2022-04-26T03:22:30,US,web,electronics,3250.84,29,3,0,0,high value item
428,1177,2022-07-03T14:55:52,AU,mobile_app,luxury,600.88,72,4,3,0,
429,1179,2024-06-07T09:36:08,UK,web,travel,4064.53,81,6,3,0,first time merchant
430,1053,2022-08-29T05:55:38,AU,web,travel,1572.17,83,1,2,0,repeat purchase
431,1108,2022-01-01T07:19:02,DE,pos_terminal,travel,2885.78,76,2,1,0,repeat purchase
432,1055,2022-10-02T19:35:13,AU,mobile_app,groceries,2110.65,43,1,0,0,high value item
433,1068,2023-01-30T22:23:36,MY,pos_terminal,travel,4108.02,65,4,2,0,first time merchant
434,1085,2023-07-14T04:55:51,DE,web,electronics,4843.9,23,0,2,0,repeat purchase
435,1141,2023-07-10T19:06:57,CN,mobile_app,luxury,4030.62,78,6,1,0,high value item
436,1068,2022-04-19T23:40:23,MY,web,travel,2289.48,55,4,3,0,
437,1078,2024-04-12T10:54:05,JP,web,groceries,826.4,46,3,0,0,first time merchant
438,1175,2024-12-26T22:07:25,US,web,electronics,3513.26,41,5,0,0,high value item
439,1044,2022-06-03T11:53:08,MY,web,luxury,853.25,53,1,0,0,overnight shipping
440,1055,2023-09-17T20:32:52,AU,mobile_app,NA,288.43,68,2,2,0,overnight shipping
441,1131,2022-11-11T13:07:58,US,web,gaming,1977.4,64,4,0,0,VPN suspected
442,1091,2023-02-11T03:12:18,JP,mobile_app,luxury,4505.09,35,5,0,0,
443,1102,2024-10-24T23:59:47,DE,mobile_app,groceries,540.29,29,0,1,0,VPN suspected
444,1074,2023-08-01T15:05:48,US,pos_terminal,groceries,935.11,24,5,3,0,
445,1048,2022-11-01T07:07:08,CN,mobile_app,groceries,2132.09,21,3,2,0,new device
446,1164,2022-04-16T09:07:17,CN,mobile_app,luxury,4475.64,10,5,2,0,repeat purchase
447,1085,2023-09-16T03:06:42,DE,pos_terminal,groceries,3706.72,85,2,2,0,repeat purchase
448,1150,2023-01-26T06:45:28,US,pos_terminal,travel,3627.03,35,1,1,0,
449,1093,2024-07-07T20:45:07,US,mobile_app,luxury,4762.27,31,5,8,1,high value item
450,1136,2024-11-17T02:10:28,SG,mobile_app,travel,2004.84,120,1,0,0,VPN suspected
451,1056,2023-08-30T22:17:35,AU,web,electronics,1459.92,45,2,0,0,
452,1161,2024-01-26T10:05:45,MY,mobile_app,groceries,3057.8,17,0,1,0,overnight shipping
453,1149,2022-08-06T23:47:44,CN,pos_terminal,gaming,3171.89,66,2,3,0,high value item
454,1126,2023-01-07T14:11:52,AU,web,travel,3647.67,12,1,1,0,new device
455,1134,2022-10-09T23:48:51,US,web,,551.07,92,1,0,0,first time merchant
456,1086,2022-06-24T06:08:30,UK,mobile_app,groceries,2395.06,79,5,0,0,overnight shipping
457,1000,2023-04-05T00:14:27,US,mobile_app,gaming,4395.07,24,0,2,0,repeat purchase
458,1011,2022-11-06T05:27:33,US,web,luxury,3336.7,46,0,3,0,
459,1038,2022-10-28T10:09:24,UK,mobile_app,electronics,2137.84,28,1,3,0,VPN suspected
460,1085,2022-10-11T20:58:15,DE,pos_terminal,luxury,2463.51,39,4,1,0,repeat purchase
461,1121,2022-10-01T03:03:58,MY,web,gaming,4176.43,NA,6,1,0,new device
462,1179,2022-08-06T21:37:04,UK,pos_terminal,groceries,1826.86,19,6,1,0,new device
463,1105,2023-11-22T14:50:41,DE,mobile_app,electronics,4405.9,32,0,3,0,first time merchant
464,1078,2023-04-11T13:59:10,JP,web,travel,4755.41,61,1,0,0,overnight shipping
465,1013,2024-01-31T20:27:12,CN,web,electronics,3894.21,40,4,1,0,overnight shipping
466,1061,2023-07-06T02:36:36,CN,mobile_app,electronics,466.96,55,3,2,0,new device
467,1128,2022-07-26T16:51:49,CN,pos_terminal,luxury,4344.19,30,3,0,0,new device
468,1041,2024-10-24T16:46:38,AU,mobile_app,luxury,1695.76,65,5,3,0,first time merchant
469,1127,2022-07-19T00:09:49,DE,pos_terminal,electronics,2274.58,47,2,2,0,
470,1113,2022-10-15T03:36:31,DE,mobile_app,luxury,3098.8,66,6,2,0,first time merchant
471,1010,2022-04-27T23:50:15,MY,pos_terminal,electronics,527.38,82,0,3,0,VPN suspected
472,1021,2023-01-05T23:06:58,UK,mobile_app,groceries,323.29,87,5,0,1,new device
473,1145,2022-03-06T19:49:24,AU,mobile_app,luxury,1067.89,12,5,2,0,repeat purchase
474,1115,2024-05-09T16:13:42,US,web,electronics,4508.31,48,2,3,0,new device
475,1146,2024-03-07T00:35:50,JP,web,electronics,2892.87,95,5,7,0,VPN suspected
476,1104,2023-06-23T16:46:00,SG,pos_terminal,luxury,2892.31,34,4,3,0,NA
477,1004,2023-09-11T09:32:52,CN,pos_terminal,luxury,2280.53,55,3,2,0,VPN suspected
478,1111,2024-02-21T09:54:42,JP,mobile_app,gaming,4689.57,22,6,0,0,VPN suspected
479,1139,2022-07-24T20:28:32,DE,web,gaming,1060.14,80,1,0,0,VPN suspected
480,1101,2022-01-16T11:50:14,JP,mobile_app,gaming,4513.46,105,0,1,0,first time merchant
481,1146,2024-05-30T07:35:25,JP,pos_terminal,luxury,4006.86,26,3,1,0,new device
482,1129,2022-08-31T20:36:50,MY,pos_terminal,gaming,796.11,N/A,3,9,0,repeat purchase
483,1116,2024-01-04T05:15:41,DE,mobile_app,groceries,1227.03,58,5,0,0,high value item
484,1152,2022-09-09T03:09:18,AU,web,electronics,4223.27,36,3,3,0,repeat purchase
485,1162,2024-07-12T05:11:19,AU,web,travel,4274.19,,3,0,0,repeat purchase
486,1039,2023-03-19T11:07:57,US,mobile_app,groceries,3638.99,44,1,2,0,VPN suspected
487,1102,2023-01-31T08:11:12,DE,pos_terminal,gaming,515.37,85,6,3,0,first time merchant
488,1155,2024-02-24T13:12:36,CN,pos_terminal,electronics,4447.36,42,2,2,0,
489,1018,2023-03-17T21:23:23,JP,mobile_app,electronics,8441.46,37,6,1,0,first time merchant
490,1155,2022-06-03T18:57:41,CN,mobile_app,gaming,991.55,73,2,0,0,first time merchant
491,1164,2022-01-10T14:18:08,CN,mobile_app,electronics,4590.25,92,3,3,0,
492,1126,2022-04-07T12:19:44,JP,pos_terminal,electronics,4688.58,38,0,2,0,new device
493,1094,2022-01-11T22:55:03,US,web,electronics,1522.15,88,3,1,0,repeat purchase
494,1105,2024-07-04T21:07:33,DE,pos_terminal,luxury,4881.77,71,2,0,0,new device
495,1019,2022-06-03T15:03:13,DE,web,luxury,940.4,36,6,2,0,VPN suspected
496,1033,2023-03-25T11:24:28,AU,pos_terminal,groceries,940.58,NA,6,0,0,high value item
497,1007,2024-09-02T21:33:28,US,web,travel,2157.94,74,2,2,0,VPN suspected
498,1103,2022-12-28T19:17:33,MY,pos_terminal,luxury,250.31,24,0,2,0,overnight shipping
499,1100,2024-03-15T03:14:46,UK,pos_terminal,gaming,855.97,91,4,0,0,high value item
500,1176,2023-05-04T05:20:43,UK,web,gaming,710.03,70,0,2,0,
501,1149,2022-01-03T15:55:15,CN,web,electronics,4952.08,77,6,0,0,overnight shipping
502,1065,2024-09-23T08:23:29,DE,mobile_app,gaming,4456.97,86,2,0,0,new device
503,1062,2024-06-01T11:13:47,SG,mobile_app,electronics,4385.84,67,4,2,0,VPN suspected
504,1148,2024-12-01T22:21:53,US,mobile_app,luxury,3962.84,24,3,1,0,overnight shipping
505,1073,2022-05-13T09:00:29,DE,mobile_app,travel,2442.34,55,0,1,0,
506,1022,2023-07-09T04:46:12,UK,web,gaming,2366.42,91,3,0,0,first time merchant
507,1082,2022-10-13T21:49:12,DE,mobile_app,travel,1525.68,90,1,3,0,high value item
508,1119,2023-12-27T13:29:26,JP,web,travel,3834.08,27,2,2,0,first time merchant
509,1032,2024-04-05T21:00:29,AU,pos_terminal,luxury,424.21,93,4,2,0,
510,1013,2023-02-24T16:09:35,CN,mobile_app,groceries,3378.73,N/A,5,0,0,new device
511,1133,2022-07-18T07:13:06,JP,pos_terminal,luxury,4630.3,71,6,2,0,
512,1005,2023-01-14T04:52:47,SG,web,travel,2733.86,47,0,3,0,VPN suspected
513,1108,2022-10-31T00:18:29,DE,mobile_app,electronics,171.38,,0,2,0,high value item
514,1128,2023-03-08T11:57:45,CN,pos_terminal,electronics,757.86,82,5,1,0,overnight shipping
515,1123,2024-02-11T15:38:42,JP,pos_terminal,travel,2627.64,51,4,3,1,high value item
516,1173,2024-09-02T10:48:14,CN,web,groceries,1921.03,18,2,0,0,high value item
517,1178,2024-07-09T12:08:40,UK,web,groceries,2188.14,,3,1,1,high value item
518,1092,2024-04-15T18:34:55,US,web,travel,4162.18,70,2,1,0,high value item
519,1132,2023-09-03T03:07:31,US,pos_terminal,travel,1120.88,42,2,1,0,first time merchant
520,1079,2024-03-28T19:03:34,UK,web,travel,4587.04,13,3,2,1,new device
521,1169,2022-05-08T07:31:04,JP,pos_terminal,travel,3828.11,19,4,0,0,N/A
522,1057,2023-12-19T13:30:19,CN,web,electronics,132.74,35,6,0,0,
523,1140,2022-10-10T03:28:07,UK,mobile_app,gaming,2183.19,39,0,0,1,high value item
524,1112,2023-01-05T09:02:20,MY,pos_terminal,groceries,649.45,94,0,1,0,overnight shipping
525,1077,2024-01-22T17:18:55,CN,pos_terminal,gaming,2707.55,54,5,3,0,new device
526,1141,2023-03-08T03:23:46,CN,web,electronics,3492.01,68,0,0,0,overnight shipping
527,1156,2024-02-26T15:01:55,MY,mobile_app,electronics,1897.26,78,2,2,0,
528,1151,2023-03-20T00:21:46,US,mobile_app,luxury,4642.9,23,5,2,0,VPN suspected
529,1066,2022-11-29T12:29:47,CN,web,electronics,3413.31,41,2,6,0,high value item
530,1003,2022-09-12T09:36:42,CN,mobile_app,groceries,87.32,14,3,1,0,repeat purchase
531,1016,2024-06-21T05:16:49,UK,mobile_app,luxury,3152.06,89,1,0,0,VPN suspected
532,1015,2023-06-15T08:01:43,CN,mobile_app,travel,3003.29,19,0,1,0,
533,1072,2022-10-21T00:20:38,UK,mobile_app,luxury,1874.2,47,1,2,0,repeat purchase
534,1130,2023-12-06T06:24:53,CN,pos_terminal,groceries,4989.11,19,1,3,0,first time merchant
535,1133,2024-06-22T10:17:12,JP,mobile_app,groceries,3995.23,39,5,1,0,VPN suspected
536,1092,2024-09-18T19:14:28,US,web,travel,4933.74,41,3,1,0,overnight shipping
537,1037,2024-10-09T20:56:49,US,web,luxury,5603.94,80,3,1,0,repeat purchase
538,1135,2024-03-05T13:22:08,SG,pos_terminal,groceries,596.03,53,4,0,0,VPN suspected
539,1111,2023-08-16T15:44:08,JP,pos_terminal,travel,4683.17,10,2,3,0,first time merchant
540,1059,2023-09-01T15:21:03,US,pos_terminal,travel,4640.29,59,1,0,0,high value item
541,1157,2023-10-06T03:22:18,US,mobile_app,gaming,1118.94,43,6,1,0,new device
542,1153,2022-03-23T17:34:51,MY,mobile_app,electronics,1409.91,64,4,3,0,high value item
543,1126,2023-06-23T02:55:08,US,mobile_app,electronics,1112.99,30,2,0,0,repeat purchase
544,1081,2023-01-25T17:42:53,SG,web,electronics,2932.13,38,2,3,0,overnight shipping
545,1132,2023-03-15T00:27:04,US,pos_terminal,groceries,195.02,88,4,2,0,new device
546,1171,2024-09-20T15:50:40,JP,mobile_app,travel,483.57,46,3,3,0,overnight shipping
547,1032,2024-09-17T15:38:26,AU,web,gaming,1076.32,62,6,2,0,VPN suspected
548,1056,2023-11-27T20:52:02,AU,mobile_app,NA,833.51,90,4,1,1,high value item
549,1090,2022-05-10T20:03:33,SG,pos_terminal,groceries,4190.91,,1,2,0,new device
550,1134,2022-07-29T16:25:50,US,web,gaming,1150.8,41,5,3,0,high value item
551,1129,2024-04-30T00:00:47,MY,pos_terminal,groceries,2941.39,87,6,0,0,repeat purchase
552,1074,2024-05-29T02:14:26,US,mobile_app,gaming,2666.49,12,5,2,0,VPN suspected
553,1059,2024-07-04T11:30:36,US,mobile_app,gaming,3149.94,81,6,1,0,
554,1059,2022-05-01T15:16:26,US,mobile_app,groceries,3445.3,10,1,3,0,high value item
555,1142,2022-06-16T03:27:44,CN,web,electronics,3741.0,66,0,3,0,first time merchant
556,1102,2022-01-19T09:07:27,DE,pos_terminal,gaming,1858.79,28,5,2,0,VPN suspected
557,1034,2022-12-03T16:45:53,DE,mobile_app,luxury,2353.0,10,1,0,0,repeat purchase
558,1162,2023-04-08T11:40:00,DE,mobile_app,luxury,1529.45,61,4,1,0,high value item
559,1032,2024-12-05T18:41:49,AU,pos_terminal,travel,4833.33,88,3,0,0,repeat purchase
560,1121,2022-01-01T10:04:57,SG,pos_terminal,luxury,2358.97,25,3,3,0,
561,1054,2022-12-07T20:53:17,SG,mobile_app,travel,3475.8,25,3,6,0,
562,1143,2023-01-27T12:23:11,MY,web,luxury,975.25,52,2,0,1,overnight shipping
563,1064,2023-07-16T20:03:36,UK,pos_terminal,luxury,3161.57,70,5,4,0,high value item
564,1033,2022-06-19T13:53:54,AU,mobile_app,electronics,4289.59,34,5,2,0,N/A
565,1103,2024-05-02T21:42:03,MY,pos_terminal,groceries,420.76,45,5,1,0,repeat purchase
566,1119,2022-06-26T18:59:29,AU,web,groceries,929.11,12,6,2,0,new device
567,1048,2022-09-29T09:03:24,CN,web,gaming,1578.39,34,1,2,0,repeat purchase
568,1164,2024-12-07T14:53:40,CN,web,electronics,2926.53,82,5,2,0,first time merchant
569,1131,2023-03-08T08:13:29,US,web,travel,932.94,NA,4,0,0,overnight shipping
570,1086,2022-07-25T05:58:22,UK,mobile_app,travel,109.73,68,5,3,0,high value item
571,1076,2022-03-24T07:48:59,US,mobile_app,luxury,4769.96,13,1,1,0,new device
572,1023,2023-09-26T04:51:22,AU,web,luxury,5737.46,48,1,1,0,new device
573,1122,2022-11-23T11:06:30,AU,mobile_app,groceries,3342.52,41,0,2,0,
574,1108,2024-03-17T17:04:22,DE,pos_terminal,travel,4428.06,40,2,0,0,repeat purchase
575,1054,2023-09-11T13:05:21,SG,web,luxury,1556.15,71,3,3,0,VPN suspected
576,1167,2024-04-08T00:10:20,CN,pos_terminal,luxury,58.93,95,6,3,0,first time merchant
577,1121,2023-11-18T17:23:07,MY,mobile_app,travel,4351.7,10,5,1,0,
578,1031,2024-09-29T14:23:03,US,pos_terminal,gaming,1687.97,13,1,6,0,N/A
579,1101,2023-05-25T05:05:34,JP,pos_terminal,groceries,2156.07,68,1,6,0,new device
580,1025,2024-02-22T16:46:05,SG,pos_terminal,gaming,112.89,42,5,3,0,first time merchant
581,1062,2022-04-11T11:36:30,SG,mobile_app,gaming,3891.77,95,3,2,0,repeat purchase
582,1118,2023-10-14T03:14:14,SG,mobile_app,groceries,1439.87,68,5,3,0,overnight shipping
583,1118,2024-10-18T06:34:44,SG,mobile_app,gaming,3303.83,20,4,0,0,overnight shipping
584,1119,2022-03-02T04:39:37,AU,mobile_app,travel,4979.13,46,3,3,0,first time merchant
585,1054,2022-08-15T18:18:11,SG,pos_terminal,luxury,1760.77,86,6,0,0,high value item
586,1100,2023-04-07T12:31:48,UK,mobile_app,groceries,888.96,78,6,1,0,first time merchant
